"account_id","balance_as_known","balance_as_restated","delta","as_of_ts"
"C1053632127","-1267.97","-1267.97","0.00","2026-01-01 23:59:59.000000 UTC"
"C547441493","-445038.71","-445038.71","0.00","2026-01-01 23:59:59.000000 UTC"
"C1068945248","-2618.76","-2618.76","0.00","2026-01-01 23:59:59.000000 UTC"
"C1278839936","257348.03","257348.03","0.00","2026-01-01 23:59:59.000000 UTC"
"C1403716230","-155122.86","-155122.86","0.00","2026-01-01 23:59:59.000000 UTC"
"C785306763","-36349.35","-36349.35","0.00","2026-01-01 23:59:59.000000 UTC"
"C1338958728","-6249.78","-6249.78","0.00","2026-01-01 23:59:59.000000 UTC"
"C1407324654","-41924.75","-41924.75","0.00","2026-01-01 23:59:59.000000 UTC"
"C1959451969","-1928.55","-1928.55","0.00","2026-01-01 23:59:59.000000 UTC"
"C373544591","-6973.12","-6973.12","0.00","2026-01-01 23:59:59.000000 UTC"
"C1376151044","-78766.03","-78766.03","0.00","2026-01-01 23:59:59.000000 UTC"
"C176955204","-9152.97","-9152.97","0.00","2026-01-01 23:59:59.000000 UTC"
"C1547398254","-12666.68","-12666.68","0.00","2026-01-01 23:59:59.000000 UTC"
"C722417467","-679502.24","-679502.24","0.00","2026-01-01 23:59:59.000000 UTC"
"C756080817","-8809.04","-8809.04","0.00","2026-01-01 23:59:59.000000 UTC"
"C1756819670","418688.27","418688.27","0.00","2026-01-01 23:59:59.000000 UTC"
"C281421502","248196.92","248196.92","0.00","2026-01-01 23:59:59.000000 UTC"
"C1389509050","-507.12","-507.12","0.00","2026-01-01 23:59:59.000000 UTC"
"C1250582716","-6917.10","-6917.10","0.00","2026-01-01 23:59:59.000000 UTC"
"C1927499639","-5287.68","-5287.68","0.00","2026-01-01 23:59:59.000000 UTC"
"C1163088324","-334262.17","-334262.17","0.00","2026-01-01 23:59:59.000000 UTC"
"C334593716","-7344.92","-7344.92","0.00","2026-01-01 23:59:59.000000 UTC"
"C1423016050","-4419.04","-4419.04","0.00","2026-01-01 23:59:59.000000 UTC"
"C2088582214","-3511.45","-3511.45","0.00","2026-01-01 23:59:59.000000 UTC"
"C901689694","-312471.16","-312471.16","0.00","2026-01-01 23:59:59.000000 UTC"
"C173791568","349505.89","349505.89","0.00","2026-01-01 23:59:59.000000 UTC"
"C1888924788","-15785.85","-15785.85","0.00","2026-01-01 23:59:59.000000 UTC"
"C2044825144","-306280.12","-306280.12","0.00","2026-01-01 23:59:59.000000 UTC"
"C523211332","22384.21","22384.21","0.00","2026-01-01 23:59:59.000000 UTC"
"C1805443519","-4946.03","-4946.03","0.00","2026-01-01 23:59:59.000000 UTC"
"C137533655","-20128.00","-20128.00","0.00","2026-01-01 23:59:59.000000 UTC"
"C258737099","-22043.92","-22043.92","0.00","2026-01-01 23:59:59.000000 UTC"
"C938463537","-88834.86","-88834.86","0.00","2026-01-01 23:59:59.000000 UTC"
"C1556162268","-7203.07","-7203.07","0.00","2026-01-01 23:59:59.000000 UTC"
"C249177573","-3099.97","-3099.97","0.00","2026-01-01 23:59:59.000000 UTC"
"C1632497828","-8901.99","-8901.99","0.00","2026-01-01 23:59:59.000000 UTC"
"C1624817884","-126167.70","-126167.70","0.00","2026-01-01 23:59:59.000000 UTC"
"C1275009283","-636.95","-636.95","0.00","2026-01-01 23:59:59.000000 UTC"
"C1712230656","-4108.80","-4108.80","0.00","2026-01-01 23:59:59.000000 UTC"
"C791408866","-429.42","-429.42","0.00","2026-01-01 23:59:59.000000 UTC"
"C1262609629","-6444.64","-6444.64","0.00","2026-01-01 23:59:59.000000 UTC"
"C1532554556","-3673.10","-3673.10","0.00","2026-01-01 23:59:59.000000 UTC"
"C1213871206","98560.08","98560.08","0.00","2026-01-01 23:59:59.000000 UTC"
"C1420810053","-5923.01","-5923.01","0.00","2026-01-01 23:59:59.000000 UTC"
"C1453062635","-345698.98","-345698.98","0.00","2026-01-01 23:59:59.000000 UTC"
"C1609086753","-540789.56","-540789.56","0.00","2026-01-01 23:59:59.000000 UTC"
"C2052457859","-191702.06","-191702.06","0.00","2026-01-01 23:59:59.000000 UTC"
"C1706272858","156922.36","156922.36","0.00","2026-01-01 23:59:59.000000 UTC"
"C749604930","157108.01","157108.01","0.00","2026-01-01 23:59:59.000000 UTC"
"C1997357673","-1328.59","-1328.59","0.00","2026-01-01 23:59:59.000000 UTC"
"C493944943","-66312.08","-66312.08","0.00","2026-01-01 23:59:59.000000 UTC"
"C696165690","-20573.40","-20573.40","0.00","2026-01-01 23:59:59.000000 UTC"
"C647149086","-11990.19","-11990.19","0.00","2026-01-01 23:59:59.000000 UTC"
"C121678773","-2935.86","-2935.86","0.00","2026-01-01 23:59:59.000000 UTC"
"C803893384","-2426.31","-2426.31","0.00","2026-01-01 23:59:59.000000 UTC"
"C1459016715","-4940.20","-4940.20","0.00","2026-01-01 23:59:59.000000 UTC"
"C324112183","-81029.86","-81029.86","0.00","2026-01-01 23:59:59.000000 UTC"
"C214649627","-7452.89","-7452.89","0.00","2026-01-01 23:59:59.000000 UTC"
"C1926027290","-1017.85","-1017.85","0.00","2026-01-01 23:59:59.000000 UTC"
"C858423246","-8348.75","-8348.75","0.00","2026-01-01 23:59:59.000000 UTC"
"C1059300256","-15034.23","-15034.23","0.00","2026-01-01 23:59:59.000000 UTC"
"C1896074070","-212228.35","-212228.35","0.00","2026-01-01 23:59:59.000000 UTC"
"C835773569","-710544.77","-710544.77","0.00","2026-01-01 23:59:59.000000 UTC"
"C1228963996","-13288.84","-13288.84","0.00","2026-01-01 23:59:59.000000 UTC"
"C1261044180","-267148.82","-267148.82","0.00","2026-01-01 23:59:59.000000 UTC"
"C932885627","-4451.95","-4451.95","0.00","2026-01-01 23:59:59.000000 UTC"
"C422522663","24105.50","24105.50","0.00","2026-01-01 23:59:59.000000 UTC"
"C926859124","-1505626.01","-1505626.01","0.00","2026-01-01 23:59:59.000000 UTC"
"C406749219","103005.78","103005.78","0.00","2026-01-01 23:59:59.000000 UTC"
"C1317375498","-3428.95","-3428.95","0.00","2026-01-01 23:59:59.000000 UTC"
"C163385254","-13833.75","-13833.75","0.00","2026-01-01 23:59:59.000000 UTC"
"C562561015","-1180.55","-1180.55","0.00","2026-01-01 23:59:59.000000 UTC"
"C1635772897","-35063.63","-35063.63","0.00","2026-01-01 23:59:59.000000 UTC"
"C1851255134","-1045.63","-1045.63","0.00","2026-01-01 23:59:59.000000 UTC"
"C725832346","161632.16","161632.16","0.00","2026-01-01 23:59:59.000000 UTC"
"C200404000","-4059.25","-4059.25","0.00","2026-01-01 23:59:59.000000 UTC"
"C565881091","53560.68","53560.68","0.00","2026-01-01 23:59:59.000000 UTC"
"C1215951090","-14306.80","-14306.80","0.00","2026-01-01 23:59:59.000000 UTC"
"C1016856028","-1795.67","-1795.67","0.00","2026-01-01 23:59:59.000000 UTC"
"C1200048933","-411363.54","-411363.54","0.00","2026-01-01 23:59:59.000000 UTC"
"C1780293706","-17020.69","-17020.69","0.00","2026-01-01 23:59:59.000000 UTC"
"C1626852381","-3316.21","-3316.21","0.00","2026-01-01 23:59:59.000000 UTC"
"C712423434","-5416.80","-5416.80","0.00","2026-01-01 23:59:59.000000 UTC"
"C1377301456","-6688.74","-6688.74","0.00","2026-01-01 23:59:59.000000 UTC"
"C180316302","65912.95","65912.95","0.00","2026-01-01 23:59:59.000000 UTC"
"C1924990666","-116206.75","-116206.75","0.00","2026-01-01 23:59:59.000000 UTC"
"C552674617","-161217.61","-161217.61","0.00","2026-01-01 23:59:59.000000 UTC"
"C2019157894","-1977.17","-1977.17","0.00","2026-01-01 23:59:59.000000 UTC"
"C576894497","141131.23","141131.23","0.00","2026-01-01 23:59:59.000000 UTC"
"C708153797","-9550.43","-9550.43","0.00","2026-01-01 23:59:59.000000 UTC"
"C888611662","-169409.87","-169409.87","0.00","2026-01-01 23:59:59.000000 UTC"
"C1997344422","-881.26","-881.26","0.00","2026-01-01 23:59:59.000000 UTC"
"C478209179","270824.42","270824.42","0.00","2026-01-01 23:59:59.000000 UTC"
"C25936709","-19162.08","-19162.08","0.00","2026-01-01 23:59:59.000000 UTC"
"C2018260103","-89962.11","-89962.11","0.00","2026-01-01 23:59:59.000000 UTC"
"C237373286","-3154.06","-3154.06","0.00","2026-01-01 23:59:59.000000 UTC"
"C1629454900","-700967.19","-700967.19","0.00","2026-01-01 23:59:59.000000 UTC"
"C2017860548","-264361.19","-264361.19","0.00","2026-01-01 23:59:59.000000 UTC"
"C1863655430","-281339.92","-281339.92","0.00","2026-01-01 23:59:59.000000 UTC"
"C2139168000","-5423.28","-5423.28","0.00","2026-01-01 23:59:59.000000 UTC"
"C740007499","-2469.75","-2469.75","0.00","2026-01-01 23:59:59.000000 UTC"
"C1114335860","-6969.67","-6969.67","0.00","2026-01-01 23:59:59.000000 UTC"
"C957923719","-9269.99","-9269.99","0.00","2026-01-01 23:59:59.000000 UTC"
"C711310213","-497424.19","-497424.19","0.00","2026-01-01 23:59:59.000000 UTC"
"C1528769018","-2610.01","-2610.01","0.00","2026-01-01 23:59:59.000000 UTC"
"C1060519157","45317.95","45317.95","0.00","2026-01-01 23:59:59.000000 UTC"
"C1430199669","42547.96","42547.96","0.00","2026-01-01 23:59:59.000000 UTC"
"C1057569470","-7272.63","-7272.63","0.00","2026-01-01 23:59:59.000000 UTC"
"C2082351661","-71532.24","-71532.24","0.00","2026-01-01 23:59:59.000000 UTC"
"C837073696","-6666.78","-6666.78","0.00","2026-01-01 23:59:59.000000 UTC"
"C440736059","-3007.83","-3007.83","0.00","2026-01-01 23:59:59.000000 UTC"
"C1368862151","-864.68","-864.68","0.00","2026-01-01 23:59:59.000000 UTC"
"C1562764987","-102265.88","-102265.88","0.00","2026-01-01 23:59:59.000000 UTC"
"C1118430673","-20128.00","-20128.00","0.00","2026-01-01 23:59:59.000000 UTC"
"C144699438","-82054.36","-82054.36","0.00","2026-01-01 23:59:59.000000 UTC"
"C737104370","-4233.45","-4233.45","0.00","2026-01-01 23:59:59.000000 UTC"
"C1086849943","-147804.02","-147804.02","0.00","2026-01-01 23:59:59.000000 UTC"
"C293474277","-94038.90","-94038.90","0.00","2026-01-01 23:59:59.000000 UTC"
"C2002174925","214851.41","214851.41","0.00","2026-01-01 23:59:59.000000 UTC"
"C487416600","-106267.21","-106267.21","0.00","2026-01-01 23:59:59.000000 UTC"
"C2076249476","29467.02","29467.02","0.00","2026-01-01 23:59:59.000000 UTC"
"C727197178","142577.44","142577.44","0.00","2026-01-01 23:59:59.000000 UTC"
"C1687627235","-1741.24","-1741.24","0.00","2026-01-01 23:59:59.000000 UTC"
"C527211736","-47458.86","-47458.86","0.00","2026-01-01 23:59:59.000000 UTC"
"C840083671","-181.00","-181.00","0.00","2026-01-01 23:59:59.000000 UTC"
"C1233327519","-89038.75","-89038.75","0.00","2026-01-01 23:59:59.000000 UTC"
"C1531200408","91457.82","91457.82","0.00","2026-01-01 23:59:59.000000 UTC"
"C1262110193","-314403.14","-314403.14","0.00","2026-01-01 23:59:59.000000 UTC"
"C662666707","-86410.30","-86410.30","0.00","2026-01-01 23:59:59.000000 UTC"
"C407997647","-32635.14","-32635.14","0.00","2026-01-01 23:59:59.000000 UTC"
"C638695843","90556.08","90556.08","0.00","2026-01-01 23:59:59.000000 UTC"
"C1868578441","-1101.09","-1101.09","0.00","2026-01-01 23:59:59.000000 UTC"
"C1677568775","-116977.58","-116977.58","0.00","2026-01-01 23:59:59.000000 UTC"
"C1257299717","-25.12","-25.12","0.00","2026-01-01 23:59:59.000000 UTC"
"C564817260","100275.09","100275.09","0.00","2026-01-01 23:59:59.000000 UTC"
"C1530957251","-2755.96","-2755.96","0.00","2026-01-01 23:59:59.000000 UTC"
"C2047984839","-3537.25","-3537.25","0.00","2026-01-01 23:59:59.000000 UTC"
"C1443173326","-3193.99","-3193.99","0.00","2026-01-01 23:59:59.000000 UTC"
"C426019904","-466.97","-466.97","0.00","2026-01-01 23:59:59.000000 UTC"
"C754527431","-2871.89","-2871.89","0.00","2026-01-01 23:59:59.000000 UTC"
"C864221358","25090.03","25090.03","0.00","2026-01-01 23:59:59.000000 UTC"
"C1930837320","127954.70","127954.70","0.00","2026-01-01 23:59:59.000000 UTC"
"C519303080","-4252.82","-4252.82","0.00","2026-01-01 23:59:59.000000 UTC"
"C603658030","-1718.29","-1718.29","0.00","2026-01-01 23:59:59.000000 UTC"
"C749981943","-416001.33","-416001.33","0.00","2026-01-01 23:59:59.000000 UTC"
"C243575009","-3823.08","-3823.08","0.00","2026-01-01 23:59:59.000000 UTC"
"C504336483","-3876.41","-3876.41","0.00","2026-01-01 23:59:59.000000 UTC"
"C214320652","-249592.99","-249592.99","0.00","2026-01-01 23:59:59.000000 UTC"
"C908084672","-358831.92","-358831.92","0.00","2026-01-01 23:59:59.000000 UTC"
"C1100109058","-84.22","-84.22","0.00","2026-01-01 23:59:59.000000 UTC"
"C1395262169","-300.41","-300.41","0.00","2026-01-01 23:59:59.000000 UTC"
"C156711739","-1122.14","-1122.14","0.00","2026-01-01 23:59:59.000000 UTC"
"C1533123860","-136872.92","-136872.92","0.00","2026-01-01 23:59:59.000000 UTC"
"C414225167","-4304.58","-4304.58","0.00","2026-01-01 23:59:59.000000 UTC"
"C166694583","-8727.74","-8727.74","0.00","2026-01-01 23:59:59.000000 UTC"
"C46941357","-2970.97","-2970.97","0.00","2026-01-01 23:59:59.000000 UTC"
"C1091781053","-13259.12","-13259.12","0.00","2026-01-01 23:59:59.000000 UTC"
"C1193841543","-472385.25","-472385.25","0.00","2026-01-01 23:59:59.000000 UTC"
"C553759818","-32702.61","-32702.61","0.00","2026-01-01 23:59:59.000000 UTC"
"C727666004","-6598.71","-6598.71","0.00","2026-01-01 23:59:59.000000 UTC"
"C677120200","-2998.20","-2998.20","0.00","2026-01-01 23:59:59.000000 UTC"
"C1527254842","-154.87","-154.87","0.00","2026-01-01 23:59:59.000000 UTC"
"C1491522744","-38428.19","-38428.19","0.00","2026-01-01 23:59:59.000000 UTC"
"C483525032","-9470.85","-9470.85","0.00","2026-01-01 23:59:59.000000 UTC"
"C1456061400","-704.74","-704.74","0.00","2026-01-01 23:59:59.000000 UTC"
"C2144067911","-969631.31","-969631.31","0.00","2026-01-01 23:59:59.000000 UTC"
"C2029372696","-193605.38","-193605.38","0.00","2026-01-01 23:59:59.000000 UTC"
"C807322507","-12986.61","-12986.61","0.00","2026-01-01 23:59:59.000000 UTC"
"C975033189","-2867.14","-2867.14","0.00","2026-01-01 23:59:59.000000 UTC"
"C648315947","76932.89","76932.89","0.00","2026-01-01 23:59:59.000000 UTC"
"C1976166251","-8811.67","-8811.67","0.00","2026-01-01 23:59:59.000000 UTC"
"C1909398279","-3026.98","-3026.98","0.00","2026-01-01 23:59:59.000000 UTC"
"C1006624255","-1213.64","-1213.64","0.00","2026-01-01 23:59:59.000000 UTC"
"C1305004711","-8586.98","-8586.98","0.00","2026-01-01 23:59:59.000000 UTC"
"C1446001495","-289645.52","-289645.52","0.00","2026-01-01 23:59:59.000000 UTC"
"C2123222442","-171369.73","-171369.73","0.00","2026-01-01 23:59:59.000000 UTC"
"C1160487387","-205279.62","-205279.62","0.00","2026-01-01 23:59:59.000000 UTC"
"C707635461","-12621.09","-12621.09","0.00","2026-01-01 23:59:59.000000 UTC"
"C443713699","60836.64","60836.64","0.00","2026-01-01 23:59:59.000000 UTC"
"C204322447","-5775.15","-5775.15","0.00","2026-01-01 23:59:59.000000 UTC"
"C1187410086","-320.53","-320.53","0.00","2026-01-01 23:59:59.000000 UTC"
"C1269773610","154578.28","154578.28","0.00","2026-01-01 23:59:59.000000 UTC"
"C1384563514","-1824.59","-1824.59","0.00","2026-01-01 23:59:59.000000 UTC"
"C1260487756","-1616.52","-1616.52","0.00","2026-01-01 23:59:59.000000 UTC"
"C1592840862","-406297.68","-406297.68","0.00","2026-01-01 23:59:59.000000 UTC"
"C903268937","-12162.01","-12162.01","0.00","2026-01-01 23:59:59.000000 UTC"
"C69673470","-7292.16","-7292.16","0.00","2026-01-01 23:59:59.000000 UTC"
"C1663488386","-1647.93","-1647.93","0.00","2026-01-01 23:59:59.000000 UTC"
"C1659309731","-10498.05","-10498.05","0.00","2026-01-01 23:59:59.000000 UTC"
"C1560379655","254895.50","254895.50","0.00","2026-01-01 23:59:59.000000 UTC"
"C1166230227","-1449.03","-1449.03","0.00","2026-01-01 23:59:59.000000 UTC"
"C231725600","-3486.78","-3486.78","0.00","2026-01-01 23:59:59.000000 UTC"
"C695530017","62325.15","62325.15","0.00","2026-01-01 23:59:59.000000 UTC"
"C1441328175","-10648.06","-10648.06","0.00","2026-01-01 23:59:59.000000 UTC"
"C1774690057","-256773.54","-256773.54","0.00","2026-01-01 23:59:59.000000 UTC"
"C1271041075","-5491.50","-5491.50","0.00","2026-01-01 23:59:59.000000 UTC"
"C1765900922","-982862.81","-982862.81","0.00","2026-01-01 23:59:59.000000 UTC"
"C57624756","228710.05","228710.05","0.00","2026-01-01 23:59:59.000000 UTC"
"C460741164","-85423.63","-85423.63","0.00","2026-01-01 23:59:59.000000 UTC"
"C1574615832","-1234.00","-1234.00","0.00","2026-01-01 23:59:59.000000 UTC"
"C105321150","-11770.54","-11770.54","0.00","2026-01-01 23:59:59.000000 UTC"
"C1544614339","-280877.92","-280877.92","0.00","2026-01-01 23:59:59.000000 UTC"
"C265577219","-169854.57","-169854.57","0.00","2026-01-01 23:59:59.000000 UTC"
"C1003755748","-9029.12","-9029.12","0.00","2026-01-01 23:59:59.000000 UTC"
"C93798665","-1456.09","-1456.09","0.00","2026-01-01 23:59:59.000000 UTC"
"C1252540239","-3875.99","-3875.99","0.00","2026-01-01 23:59:59.000000 UTC"
"C1358857082","-8378.01","-8378.01","0.00","2026-01-01 23:59:59.000000 UTC"
"C751608431","-3896.42","-3896.42","0.00","2026-01-01 23:59:59.000000 UTC"
"C1666544295","-1864.28","-1864.28","0.00","2026-01-01 23:59:59.000000 UTC"
"C1821100643","-10856.63","-10856.63","0.00","2026-01-01 23:59:59.000000 UTC"
"C2022689531","628719.07","628719.07","0.00","2026-01-01 23:59:59.000000 UTC"
"C482307698","764772.98","764772.98","0.00","2026-01-01 23:59:59.000000 UTC"
"C1068445309","-11656.12","-11656.12","0.00","2026-01-01 23:59:59.000000 UTC"
"C1197498159","-1298.70","-1298.70","0.00","2026-01-01 23:59:59.000000 UTC"
"C1946111918","30811.56","30811.56","0.00","2026-01-01 23:59:59.000000 UTC"
"C1110698130","-4635.18","-4635.18","0.00","2026-01-01 23:59:59.000000 UTC"
"C998242313","182861.45","182861.45","0.00","2026-01-01 23:59:59.000000 UTC"
"C1052842393","-1697.56","-1697.56","0.00","2026-01-01 23:59:59.000000 UTC"
"C1692375649","-2771.16","-2771.16","0.00","2026-01-01 23:59:59.000000 UTC"
"C690822257","-108600.78","-108600.78","0.00","2026-01-01 23:59:59.000000 UTC"
"C1958592872","-619.24","-619.24","0.00","2026-01-01 23:59:59.000000 UTC"
"C1482166692","-233.76","-233.76","0.00","2026-01-01 23:59:59.000000 UTC"
"C1687354037","-419801.40","-419801.40","0.00","2026-01-01 23:59:59.000000 UTC"
"C1799230133","-1019.90","-1019.90","0.00","2026-01-01 23:59:59.000000 UTC"
"C1278002745","-4497.87","-4497.87","0.00","2026-01-01 23:59:59.000000 UTC"
"C967677821","-1123206.66","-1123206.66","0.00","2026-01-01 23:59:59.000000 UTC"
"C616412281","-7163.90","-7163.90","0.00","2026-01-01 23:59:59.000000 UTC"
"C1531182070","-2880.68","-2880.68","0.00","2026-01-01 23:59:59.000000 UTC"
"C1839206329","-996.00","-996.00","0.00","2026-01-01 23:59:59.000000 UTC"
"C594858858","-58820.08","-58820.08","0.00","2026-01-01 23:59:59.000000 UTC"
"C235370598","-58.21","-58.21","0.00","2026-01-01 23:59:59.000000 UTC"
"C175595853","-4593.59","-4593.59","0.00","2026-01-01 23:59:59.000000 UTC"
"C1690481990","-4279.07","-4279.07","0.00","2026-01-01 23:59:59.000000 UTC"
"C1570470538","-56953.90","-56953.90","0.00","2026-01-01 23:59:59.000000 UTC"
"C1917082298","181002.01","181002.01","0.00","2026-01-01 23:59:59.000000 UTC"
"C1871680329","-276460.62","-276460.62","0.00","2026-01-01 23:59:59.000000 UTC"
"C61426020","-9758.09","-9758.09","0.00","2026-01-01 23:59:59.000000 UTC"
"C130721104","-4867.56","-4867.56","0.00","2026-01-01 23:59:59.000000 UTC"
"C895366343","-7506.65","-7506.65","0.00","2026-01-01 23:59:59.000000 UTC"
"C1101598632","-173597.57","-173597.57","0.00","2026-01-01 23:59:59.000000 UTC"
"C3565780","-2397.82","-2397.82","0.00","2026-01-01 23:59:59.000000 UTC"
"C479734028","-27320.20","-27320.20","0.00","2026-01-01 23:59:59.000000 UTC"
"C1807176280","89327.65","89327.65","0.00","2026-01-01 23:59:59.000000 UTC"
"C464872674","231881.50","231881.50","0.00","2026-01-01 23:59:59.000000 UTC"
"C992086987","-5055.94","-5055.94","0.00","2026-01-01 23:59:59.000000 UTC"
"C1380976928","-144964.23","-144964.23","0.00","2026-01-01 23:59:59.000000 UTC"
"C2056234595","-9616.45","-9616.45","0.00","2026-01-01 23:59:59.000000 UTC"
"C767511741","-8807.01","-8807.01","0.00","2026-01-01 23:59:59.000000 UTC"
"C1528834618","-82940.31","-82940.31","0.00","2026-01-01 23:59:59.000000 UTC"
"C1597742167","-327066.19","-327066.19","0.00","2026-01-01 23:59:59.000000 UTC"
"C976827477","-186447.51","-186447.51","0.00","2026-01-01 23:59:59.000000 UTC"
"C1959708563","55827.09","55827.09","0.00","2026-01-01 23:59:59.000000 UTC"
"C1642679791","-154139.72","-154139.72","0.00","2026-01-01 23:59:59.000000 UTC"
"C259077766","-2033.14","-2033.14","0.00","2026-01-01 23:59:59.000000 UTC"
"C1123559518","-220691.42","-220691.42","0.00","2026-01-01 23:59:59.000000 UTC"
"C1250499735","12336.48","12336.48","0.00","2026-01-01 23:59:59.000000 UTC"
"C795748540","-8491.90","-8491.90","0.00","2026-01-01 23:59:59.000000 UTC"
"C1110195322","-6460.86","-6460.86","0.00","2026-01-01 23:59:59.000000 UTC"
"C36531985","158995.29","158995.29","0.00","2026-01-01 23:59:59.000000 UTC"
"C806813022","-1035.36","-1035.36","0.00","2026-01-01 23:59:59.000000 UTC"
"C467632528","-1277212.77","-1277212.77","0.00","2026-01-01 23:59:59.000000 UTC"
"C768776793","-10782.94","-10782.94","0.00","2026-01-01 23:59:59.000000 UTC"
"C455888635","-4013.02","-4013.02","0.00","2026-01-01 23:59:59.000000 UTC"
"C802255644","-2736.35","-2736.35","0.00","2026-01-01 23:59:59.000000 UTC"
"C244872973","-4088.21","-4088.21","0.00","2026-01-01 23:59:59.000000 UTC"
"C2039984535","-823.36","-823.36","0.00","2026-01-01 23:59:59.000000 UTC"
"C476579021","-1538200.39","-1538200.39","0.00","2026-01-01 23:59:59.000000 UTC"
"C612693043","-5363.35","-5363.35","0.00","2026-01-01 23:59:59.000000 UTC"
"C1800967368","66216.71","66216.71","0.00","2026-01-01 23:59:59.000000 UTC"
"C203149502","-100677.86","-100677.86","0.00","2026-01-01 23:59:59.000000 UTC"
"C50503805","-128487.35","-128487.35","0.00","2026-01-01 23:59:59.000000 UTC"
"C458817438","-2763.95","-2763.95","0.00","2026-01-01 23:59:59.000000 UTC"
"C1972143064","160347.32","160347.32","0.00","2026-01-01 23:59:59.000000 UTC"
"C711197015","-3295.19","-3295.19","0.00","2026-01-01 23:59:59.000000 UTC"
"C1149407083","205955.77","205955.77","0.00","2026-01-01 23:59:59.000000 UTC"
"C1751403001","135324.19","135324.19","0.00","2026-01-01 23:59:59.000000 UTC"
"C1060042118","-4833.96","-4833.96","0.00","2026-01-01 23:59:59.000000 UTC"
"C307488715","-73464.06","-73464.06","0.00","2026-01-01 23:59:59.000000 UTC"
"C1620409359","-82691.56","-82691.56","0.00","2026-01-01 23:59:59.000000 UTC"
"C1618984457","334234.39","334234.39","0.00","2026-01-01 23:59:59.000000 UTC"
"C1033348658","-171508.59","-171508.59","0.00","2026-01-01 23:59:59.000000 UTC"
"C1768882706","-7265.63","-7265.63","0.00","2026-01-01 23:59:59.000000 UTC"
"C792855998","-10265.17","-10265.17","0.00","2026-01-01 23:59:59.000000 UTC"
"C1959239586","-1065.41","-1065.41","0.00","2026-01-01 23:59:59.000000 UTC"
"C749486981","-43670.84","-43670.84","0.00","2026-01-01 23:59:59.000000 UTC"
"C1123236701","-749.34","-749.34","0.00","2026-01-01 23:59:59.000000 UTC"
"C589363823","-296752.75","-296752.75","0.00","2026-01-01 23:59:59.000000 UTC"
"C215759534","-8716.47","-8716.47","0.00","2026-01-01 23:59:59.000000 UTC"
"C1674403916","-2851.83","-2851.83","0.00","2026-01-01 23:59:59.000000 UTC"
"C1202042637","-4270.02","-4270.02","0.00","2026-01-01 23:59:59.000000 UTC"
"C88301993","-8419.73","-8419.73","0.00","2026-01-01 23:59:59.000000 UTC"
"C873309260","-151829.91","-151829.91","0.00","2026-01-01 23:59:59.000000 UTC"
"C1574873161","-1239.06","-1239.06","0.00","2026-01-01 23:59:59.000000 UTC"
"C1890266440","-99109.77","-99109.77","0.00","2026-01-01 23:59:59.000000 UTC"
"C1483145520","-19375.50","-19375.50","0.00","2026-01-01 23:59:59.000000 UTC"
"C534753234","-879.42","-879.42","0.00","2026-01-01 23:59:59.000000 UTC"
"C821405322","-32643.79","-32643.79","0.00","2026-01-01 23:59:59.000000 UTC"
"C1402531280","-12178.51","-12178.51","0.00","2026-01-01 23:59:59.000000 UTC"
"C1662592920","-248979.22","-248979.22","0.00","2026-01-01 23:59:59.000000 UTC"
"C1428494531","-10932.41","-10932.41","0.00","2026-01-01 23:59:59.000000 UTC"
"C16148478","84980.31","84980.31","0.00","2026-01-01 23:59:59.000000 UTC"
"C376725601","61150.85","61150.85","0.00","2026-01-01 23:59:59.000000 UTC"
"C827035437","-9314.84","-9314.84","0.00","2026-01-01 23:59:59.000000 UTC"
"C1839168128","-583848.46","-583848.46","0.00","2026-01-01 23:59:59.000000 UTC"
"C1733056574","-47477.97","-47477.97","0.00","2026-01-01 23:59:59.000000 UTC"
"C1123321137","8679.13","8679.13","0.00","2026-01-01 23:59:59.000000 UTC"
"C1305486145","-181.00","-181.00","0.00","2026-01-01 23:59:59.000000 UTC"
"C1718906711","-94253.33","-94253.33","0.00","2026-01-01 23:59:59.000000 UTC"
"C973936431","-157883.07","-157883.07","0.00","2026-01-01 23:59:59.000000 UTC"
"C1174881426","-1220.37","-1220.37","0.00","2026-01-01 23:59:59.000000 UTC"
"C1108517064","-26923.42","-26923.42","0.00","2026-01-01 23:59:59.000000 UTC"
"C1978504976","-5432.09","-5432.09","0.00","2026-01-01 23:59:59.000000 UTC"
"C1079125839","-8946.63","-8946.63","0.00","2026-01-01 23:59:59.000000 UTC"
"C1496220730","-62073.54","-62073.54","0.00","2026-01-01 23:59:59.000000 UTC"
"C1173340685","108803.98","108803.98","0.00","2026-01-01 23:59:59.000000 UTC"
"C913242382","7322.98","7322.98","0.00","2026-01-01 23:59:59.000000 UTC"
"C475394679","-86204.31","-86204.31","0.00","2026-01-01 23:59:59.000000 UTC"
"C1037475674","-2586.39","-2586.39","0.00","2026-01-01 23:59:59.000000 UTC"
"C567852222","-1987.40","-1987.40","0.00","2026-01-01 23:59:59.000000 UTC"
"C1943855334","-664.35","-664.35","0.00","2026-01-01 23:59:59.000000 UTC"
"C1658020779","-2223.41","-2223.41","0.00","2026-01-01 23:59:59.000000 UTC"
"C79290250","-1393.46","-1393.46","0.00","2026-01-01 23:59:59.000000 UTC"
"C1509309988","-1876.44","-1876.44","0.00","2026-01-01 23:59:59.000000 UTC"
