"transaction_id","account_id","amount","currency","tx_type","status","event_timestamp","source_lsn","is_deleted","_updated_at"
"T-013140000","C747562820","145235.29","USD","CASH_OUT","SETTLED","2026-01-14 15:00:00.000000 UTC","36232","false","2026-09-07 06:45:25.684905 UTC"
"T-013030058","C748392220","16954.77","USD","PAYMENT","SETTLED","2026-01-14 05:00:00.000000 UTC","34984","false","2026-09-07 06:45:25.684905 UTC"
"T-013020000","C758944978","7450.83","GBP","PAYMENT","SETTLED","2026-01-14 02:00:00.000000 UTC","34612","false","2026-09-07 06:45:25.684905 UTC"
"T-013060007","C760535908","225565.33","USD","CASH_IN","SETTLED","2026-01-14 08:00:00.000000 UTC","35345","false","2026-09-07 06:45:25.684905 UTC"
"T-013130056","C765028131","197895.63","USD","CASH_IN","SETTLED","2026-01-14 13:00:00.000000 UTC","35952","false","2026-09-07 06:45:25.684905 UTC"
"T-013080004","C775415640","214124.77","GBP","CASH_OUT","SETTLED","2026-01-14 10:00:00.000000 UTC","35588","false","2026-09-07 06:45:25.684905 UTC"
"T-012230014","C78453645","1370353.10","USD","TRANSFER","SETTLED","2026-01-14 00:00:00.000000 UTC","34399","false","2026-09-07 06:45:25.684905 UTC"
"T-013170055","C799643696","263098.81","USD","CASH_IN","SETTLED","2026-01-14 19:00:00.000000 UTC","36690","false","2026-09-07 06:45:25.684905 UTC"
"T-013030063","C801291055","326807.96","EUR","CASH_IN","SETTLED","2026-01-14 03:00:00.000000 UTC","34731","false","2026-09-07 06:45:25.684905 UTC"
"T-013190025","C804736450","2644.87","USD","PAYMENT","SETTLED","2026-01-14 21:00:00.000000 UTC","37010","false","2026-09-07 06:45:25.684905 UTC"
"T-013120035","C805618180","39643.94","EUR","CASH_OUT","SETTLED","2026-01-14 13:00:00.000000 UTC","35920","false","2026-09-07 06:45:25.684905 UTC"
"T-013180056","C819349793","4091.55","EUR","PAYMENT","SETTLED","2026-01-14 18:00:00.000000 UTC","36569","false","2026-09-07 06:45:25.684905 UTC"
"T-013000057","C828406306","177881.98","EUR","CASH_OUT","SETTLED","2026-01-14 00:00:00.000000 UTC","34410","false","2026-09-07 06:45:25.684905 UTC"
"T-013050018","C862568771","2938.52","EUR","PAYMENT","SETTLED","2026-01-14 05:00:00.000000 UTC","34974","false","2026-09-07 06:45:25.684905 UTC"
"T-013070058","C930432265","12928.33","GBP","PAYMENT","SETTLED","2026-01-14 07:00:00.000000 UTC","35240","false","2026-09-07 06:45:25.684905 UTC"
"T-013190064","C941715677","296523.85","EUR","CASH_IN","SETTLED","2026-01-14 19:00:00.000000 UTC","36752","false","2026-09-07 06:45:25.684905 UTC"
"T-012230036","C947833394","48644.00","GBP","CASH_OUT","SETTLED","2026-01-14 00:00:00.000000 UTC","34404","false","2026-09-07 06:45:25.684905 UTC"
"T-013050019","C993531335","107106.44","GBP","CASH_OUT","SETTLED","2026-01-14 05:00:00.000000 UTC","35030","false","2026-09-07 06:45:25.684905 UTC"
"T-006230024","C681786825","133531.07","GBP","TRANSFER","SETTLED","2026-01-08 03:00:00.000000 UTC","18803","false","2026-09-07 06:44:20.295889 UTC"
"T-007190035","C731305450","6657.32","GBP","PAYMENT","SETTLED","2026-01-08 19:00:00.000000 UTC","20648","false","2026-09-07 06:44:20.295889 UTC"
"T-007110029","C758477563","10346.92","GBP","PAYMENT","SETTLED","2026-01-08 12:00:00.000000 UTC","19828","false","2026-09-07 06:44:20.295889 UTC"
"T-007090056","C770966131","9690.05","EUR","PAYMENT","SETTLED","2026-01-08 10:00:00.000000 UTC","19630","false","2026-09-07 06:44:20.295889 UTC"
"T-007060071","C773934393","4461.48","USD","PAYMENT","SETTLED","2026-01-08 09:00:00.000000 UTC","19495","false","2026-09-07 06:44:20.295889 UTC"
"T-007000002","C776102610","5146.88","GBP","PAYMENT","SETTLED","2026-01-08 00:00:00.000000 UTC","18481","false","2026-09-07 06:44:20.295889 UTC"
"T-007030007","C779932859","165449.12","GBP","CASH_IN","SETTLED","2026-01-08 04:00:00.000000 UTC","18916","false","2026-09-07 06:44:20.295889 UTC"
"T-007160030","C784676724","7401.25","USD","PAYMENT","SETTLED","2026-01-08 16:00:00.000000 UTC","20374","false","2026-09-07 06:44:20.295889 UTC"
"T-007100024","C787865487","165562.59","EUR","CASH_IN","SETTLED","2026-01-08 10:00:00.000000 UTC","19614","false","2026-09-07 06:44:20.295889 UTC"
"T-007040037","C795815313","29401.85","GBP","PAYMENT","SETTLED","2026-01-08 05:00:00.000000 UTC","18993","false","2026-09-07 06:44:20.295889 UTC"
"T-007160000","C805909358","1733.90","GBP","PAYMENT","SETTLED","2026-01-08 16:00:00.000000 UTC","20338","false","2026-09-07 06:44:20.295889 UTC"
"T-007080029","C820458657","226443.90","GBP","CASH_OUT","SETTLED","2026-01-08 10:00:00.000000 UTC","19608","false","2026-09-07 06:44:20.295889 UTC"
"T-007020012","C859658764","5796.91","USD","CASH_IN","SETTLED","2026-01-08 02:00:00.000000 UTC","18746","false","2026-09-07 06:44:20.295889 UTC"
"T-007160018","C859991301","9755.00","GBP","PAYMENT","SETTLED","2026-01-08 16:00:00.000000 UTC","20382","false","2026-09-07 06:44:20.295889 UTC"
"T-007000027","C875678495","2769.02","GBP","PAYMENT","SETTLED","2026-01-08 01:00:00.000000 UTC","18623","false","2026-09-07 06:44:20.295889 UTC"
"T-007150061","C880465164","678907.35","USD","TRANSFER","SETTLED","2026-01-08 17:00:00.000000 UTC","20472","false","2026-09-07 06:44:20.295889 UTC"
"T-007150051","C953201106","3313.77","GBP","PAYMENT","SETTLED","2026-01-08 17:00:00.000000 UTC","20437","false","2026-09-07 06:44:20.295889 UTC"
"T-007200076","C960959488","1640.59","EUR","PAYMENT","SETTLED","2026-01-08 20:00:00.000000 UTC","20786","false","2026-09-07 06:44:20.295889 UTC"
"T-007140056","C969639517","59660.29","GBP","TRANSFER","SETTLED","2026-01-08 14:00:00.000000 UTC","20138","false","2026-09-07 06:44:20.295889 UTC"
"T-007120010","C976156057","247066.24","EUR","TRANSFER","SETTLED","2026-01-08 12:00:00.000000 UTC","19825","false","2026-09-07 06:44:20.295889 UTC"
"T-007010039","C987666875","9990.60","EUR","CASH_IN","SETTLED","2026-01-08 03:00:00.000000 UTC","18800","false","2026-09-07 06:44:20.295889 UTC"
"T-007140004","C993619391","13200.02","EUR","PAYMENT","SETTLED","2026-01-08 15:00:00.000000 UTC","20228","false","2026-09-07 06:44:20.295889 UTC"
"T-001170011","C2054787417","6490.69","GBP","PAYMENT","SETTLED","2026-01-02 17:00:00.000000 UTC","4420","false","2026-09-07 06:43:22.812699 UTC"
"T-001080070","C2108318195","4242.85","GBP","DEBIT","SETTLED","2026-01-02 15:00:00.000000 UTC","4183","false","2026-09-07 06:43:22.812699 UTC"
"T-001100037","C2114687352","139247.62","EUR","CASH_OUT","SETTLED","2026-01-02 11:00:00.000000 UTC","3720","false","2026-09-07 06:43:22.812699 UTC"
"T-001090019","C2144334265","4911.89","USD","PAYMENT","SETTLED","2026-01-02 09:00:00.000000 UTC","3542","false","2026-09-07 06:43:22.812699 UTC"
"T-001110041","C262815725","4476.20","GBP","PAYMENT","SETTLED","2026-01-02 11:00:00.000000 UTC","3741","false","2026-09-07 06:43:22.812699 UTC"
"T-001230001","C271614685","8607.73","GBP","DEBIT","SETTLED","2026-01-02 23:00:00.000000 UTC","5181","false","2026-09-07 06:43:22.812699 UTC"
"T-001030015","C280223635","81222.77","USD","TRANSFER","PENDING","2026-01-02 03:00:00.000000 UTC","2723","false","2026-09-07 06:43:22.812699 UTC"
"T-001080016","C296234255","218753.79","GBP","CASH_IN","SETTLED","2026-01-02 08:00:00.000000 UTC","3441","false","2026-09-07 06:43:22.812699 UTC"
"T-001100052","C310212872","106705.80","GBP","CASH_OUT","SETTLED","2026-01-02 10:00:00.000000 UTC","3609","false","2026-09-07 06:43:22.812699 UTC"
"T-001160045","C310412574","15069.79","GBP","CASH_IN","SETTLED","2026-01-02 16:00:00.000000 UTC","4270","false","2026-09-07 06:43:22.812699 UTC"
"T-001180001","C336927685","71151.31","EUR","CASH_IN","SETTLED","2026-01-02 22:00:00.000000 UTC","5079","false","2026-09-07 06:43:22.812699 UTC"
"T-001220030","C386040589","2879.51","EUR","PAYMENT","SETTLED","2026-01-02 22:00:00.000000 UTC","5076","false","2026-09-07 06:43:22.812699 UTC"
"T-001070034","C423711439","8403.66","USD","PAYMENT","SETTLED","2026-01-02 07:00:00.000000 UTC","3277","false","2026-09-07 06:43:22.812699 UTC"
"T-001080006","C424944647","698.41","GBP","PAYMENT","SETTLED","2026-01-02 08:00:00.000000 UTC","3399","false","2026-09-07 06:43:22.812699 UTC"
"T-001050010","C429804587","4449.80","USD","PAYMENT","SETTLED","2026-01-02 05:00:00.000000 UTC","3073","false","2026-09-07 06:43:22.812699 UTC"
"T-001150011","C442205321","79386.85","GBP","TRANSFER","SETTLED","2026-01-02 15:00:00.000000 UTC","4149","false","2026-09-07 06:43:22.812699 UTC"
"T-000230010","C463381475","14025.72","GBP","PAYMENT","SETTLED","2026-01-02 01:00:00.000000 UTC","2540","false","2026-09-07 06:43:22.812699 UTC"
"T-001100022","C605686842","864389.49","GBP","TRANSFER","SETTLED","2026-01-02 10:00:00.000000 UTC","3616","false","2026-09-07 06:43:22.812699 UTC"
"T-001040038","C609389093","6077.94","USD","DEBIT","SETTLED","2026-01-02 04:00:00.000000 UTC","2954","false","2026-09-07 06:43:22.812699 UTC"
"T-001030041","C61304908","9533.48","USD","TRANSFER","SETTLED","2026-01-02 04:00:00.000000 UTC","2930","false","2026-09-07 06:43:22.812699 UTC"
"T-001000039","C616443292","105351.94","EUR","CASH_OUT","SETTLED","2026-01-02 00:00:00.000000 UTC","2430","false","2026-09-07 06:43:22.812699 UTC"
"T-001060003","C653337757","5663.87","USD","PAYMENT","SETTLED","2026-01-02 10:00:00.000000 UTC","3599","false","2026-09-07 06:43:22.812699 UTC"
"T-001170034","C65551384","156232.74","EUR","TRANSFER","SETTLED","2026-01-02 17:00:00.000000 UTC","4410","false","2026-09-07 06:43:22.812699 UTC"
"T-001130003","C678680178","84051.00","USD","CASH_OUT","SETTLED","2026-01-02 17:00:00.000000 UTC","4435","false","2026-09-07 06:43:22.812699 UTC"
"T-000230047","C709439274","1432.47","EUR","PAYMENT","SETTLED","2026-01-02 00:00:00.000000 UTC","2454","false","2026-09-07 06:43:22.812699 UTC"
"T-001210034","C720661245","168276.37","GBP","CASH_IN","SETTLED","2026-01-02 21:00:00.000000 UTC","4950","false","2026-09-07 06:43:22.812699 UTC"
"T-001160034","C756637412","114275.55","EUR","CASH_IN","SETTLED","2026-01-02 17:00:00.000000 UTC","4423","false","2026-09-07 06:43:22.812699 UTC"
"T-001110010","C778337881","135357.16","EUR","CASH_OUT","SETTLED","2026-01-02 13:00:00.000000 UTC","3895","false","2026-09-07 06:43:22.812699 UTC"
"T-001030011","C80756779","6891.56","EUR","PAYMENT","SETTLED","2026-01-02 04:00:00.000000 UTC","2990","false","2026-09-07 06:43:22.812699 UTC"
"T-001000065","C818093527","18510.43","EUR","CASH_IN","SETTLED","2026-01-02 02:00:00.000000 UTC","2659","false","2026-09-07 06:43:22.812699 UTC"
"T-001100005","C845388562","5746.44","EUR","PAYMENT","SETTLED","2026-01-02 10:00:00.000000 UTC","3614","false","2026-09-07 06:43:22.812699 UTC"
"T-001050044","C889928215","1667.88","USD","PAYMENT","SETTLED","2026-01-02 05:00:00.000000 UTC","3095","false","2026-09-07 06:43:22.812699 UTC"
"T-001040026","C904208473","1534.54","EUR","PAYMENT","SETTLED","2026-01-02 04:00:00.000000 UTC","2949","false","2026-09-07 06:43:22.812699 UTC"
"T-001120016","C94748968","4881.52","GBP","PAYMENT","SETTLED","2026-01-02 13:00:00.000000 UTC","3899","false","2026-09-07 06:43:22.812699 UTC"
"T-001090012","C959834536","1795.14","GBP","PAYMENT","SETTLED","2026-01-02 09:00:00.000000 UTC","3505","false","2026-09-07 06:43:22.812699 UTC"
"T-001040042","C972843820","4920.42","USD","PAYMENT","SETTLED","2026-01-02 07:00:00.000000 UTC","3311","false","2026-09-07 06:43:22.812699 UTC"
"T-001090005","C977522995","3970.45","EUR","PAYMENT","SETTLED","2026-01-02 09:00:00.000000 UTC","3508","false","2026-09-07 06:43:22.812699 UTC"
"T-001020053","C981487964","96.32","EUR","PAYMENT","SETTLED","2026-01-02 04:00:00.000000 UTC","2953","false","2026-09-07 06:43:22.812699 UTC"
"T-001080011","C989033734","17396.31","EUR","PAYMENT","SETTLED","2026-01-02 08:00:00.000000 UTC","3440","false","2026-09-07 06:43:22.812699 UTC"
"T-001050023","C1814908102","5947.80","EUR","PAYMENT","SETTLED","2025-12-28 05:00:00.000000 UTC","3077","false","2026-09-07 06:43:22.812699 UTC"
"T-014220011","C1003281814","21393.85","EUR","PAYMENT","SETTLED","2026-01-15 22:00:00.000000 UTC","39680","false","2026-09-07 06:45:37.257318 UTC"
"T-012080021","C1006750298","175046.20","USD","CASH_OUT","SETTLED","2026-01-13 09:00:00.000000 UTC","32748","false","2026-09-07 06:45:10.592193 UTC"
"T-012090033","C1068496545","18875.02","EUR","PAYMENT","SETTLED","2026-01-13 09:00:00.000000 UTC","32744","false","2026-09-07 06:45:10.592193 UTC"
"T-012170044","C1120516597","272267.62","EUR","CASH_OUT","SETTLED","2026-01-13 18:00:00.000000 UTC","33704","false","2026-09-07 06:45:10.592193 UTC"
"T-014030070","C1038998461","321846.29","EUR","CASH_OUT","SETTLED","2026-01-15 06:00:00.000000 UTC","38016","false","2026-09-07 06:45:37.257318 UTC"
"T-013230003","C1094553522","395332.87","EUR","CASH_OUT","SETTLED","2026-01-15 02:00:00.000000 UTC","37619","false","2026-09-07 06:45:37.257318 UTC"
"T-012170020","C114890837","53675.27","EUR","CASH_OUT","SETTLED","2026-01-13 18:00:00.000000 UTC","33725","false","2026-09-07 06:45:10.592193 UTC"
"T-012060061","C1169052586","320550.07","USD","CASH_IN","SETTLED","2026-01-13 06:00:00.000000 UTC","32415","false","2026-09-07 06:45:10.592193 UTC"
"T-012010056","C1173779876","10738.70","EUR","PAYMENT","PENDING","2026-01-13 01:00:00.000000 UTC","31744","false","2026-09-07 06:45:10.592193 UTC"
"T-012140009","C1175786031","6566.93","GBP","PAYMENT","SETTLED","2026-01-13 15:00:00.000000 UTC","33382","false","2026-09-07 06:45:10.592193 UTC"
"T-014080059","C1094959711","3653.28","GBP","PAYMENT","SETTLED","2026-01-15 08:00:00.000000 UTC","38283","false","2026-09-07 06:45:37.257318 UTC"
"T-014190061","C1170570623","8028.93","USD","PAYMENT","SETTLED","2026-01-15 19:00:00.000000 UTC","39416","false","2026-09-07 06:45:37.257318 UTC"
"T-014070015","C1185938143","126429.38","GBP","CASH_IN","SETTLED","2026-01-15 10:00:00.000000 UTC","38444","false","2026-09-07 06:45:37.257318 UTC"
"T-014010035","C1191207287","41792.77","USD","CASH_OUT","SETTLED","2026-01-15 03:00:00.000000 UTC","37727","false","2026-09-07 06:45:37.257318 UTC"
"T-012120009","C1183888994","178746.02","GBP","CASH_IN","SETTLED","2026-01-13 12:00:00.000000 UTC","33101","false","2026-09-07 06:45:10.592193 UTC"
"T-012060006","C1220277566","16065.53","EUR","PAYMENT","SETTLED","2026-01-13 08:00:00.000000 UTC","32593","false","2026-09-07 06:45:10.592193 UTC"
"T-012120069","C1225848924","26128.53","EUR","CASH_IN","SETTLED","2026-01-13 12:00:00.000000 UTC","33085","false","2026-09-07 06:45:10.592193 UTC"
"T-012170036","C1239110712","288619.84","GBP","CASH_IN","SETTLED","2026-01-13 18:00:00.000000 UTC","33724","false","2026-09-07 06:45:10.592193 UTC"
"T-012120004","C124386679","75980.76","EUR","CASH_IN","SETTLED","2026-01-13 12:00:00.000000 UTC","33061","false","2026-09-07 06:45:10.592193 UTC"
"T-012090050","C1260750279","260076.77","USD","CASH_IN","SETTLED","2026-01-13 09:00:00.000000 UTC","32730","false","2026-09-07 06:45:10.592193 UTC"
"T-012160036","C1292005889","3816.21","GBP","PAYMENT","SETTLED","2026-01-13 17:00:00.000000 UTC","33601","false","2026-09-07 06:45:10.592193 UTC"
"T-012180000","C1304057162","256542.27","USD","TRANSFER","SETTLED","2026-01-13 18:00:00.000000 UTC","33705","false","2026-09-07 06:45:10.592193 UTC"
"T-014110044","C1194050166","257882.16","EUR","CASH_IN","SETTLED","2026-01-15 13:00:00.000000 UTC","38732","false","2026-09-07 06:45:37.257318 UTC"
"T-014160019","C1248457023","1228.95","EUR","PAYMENT","SETTLED","2026-01-15 16:00:00.000000 UTC","39057","false","2026-09-07 06:45:37.257318 UTC"
"T-014120036","C1264686261","1128483.56","GBP","TRANSFER","SETTLED","2026-01-15 12:00:00.000000 UTC","38627","false","2026-09-07 06:45:37.257318 UTC"
"T-014000021","C1282225772","4962.76","GBP","PAYMENT","SETTLED","2026-01-15 03:00:00.000000 UTC","37740","false","2026-09-07 06:45:37.257318 UTC"
"T-014000056","C1286690959","9190.83","EUR","PAYMENT","SETTLED","2026-01-15 00:00:00.000000 UTC","37453","false","2026-09-07 06:45:37.257318 UTC"
"T-014060056","C1337244879","257.16","EUR","CASH_IN","SETTLED","2026-01-15 08:00:00.000000 UTC","38262","false","2026-09-07 06:45:37.257318 UTC"
"T-014130056","C140122642","195760.27","GBP","CASH_OUT","SETTLED","2026-01-15 15:00:00.000000 UTC","38972","false","2026-09-07 06:45:37.257318 UTC"
"T-014050025","C142050837","95066.23","USD","CASH_IN","SETTLED","2026-01-15 17:00:00.000000 UTC","39150","false","2026-09-07 06:45:37.257318 UTC"
"T-012010003","C1305387232","262207.51","USD","CASH_OUT","SETTLED","2026-01-13 01:00:00.000000 UTC","31791","false","2026-09-07 06:45:10.592193 UTC"
"T-012210021","C1341290714","9487.10","USD","PAYMENT","SETTLED","2026-01-13 21:00:00.000000 UTC","34050","false","2026-09-07 06:45:10.592193 UTC"
"T-012180024","C134167028","20911.07","EUR","PAYMENT","SETTLED","2026-01-13 19:00:00.000000 UTC","33832","false","2026-09-07 06:45:10.592193 UTC"
"T-012220014","C1342297090","50444.08","USD","CASH_IN","SETTLED","2026-01-13 22:00:00.000000 UTC","34138","false","2026-09-07 06:45:10.592193 UTC"
"T-012210007","C1342364713","276702.18","USD","CASH_OUT","SETTLED","2026-01-13 23:00:00.000000 UTC","34250","false","2026-09-07 06:45:10.592193 UTC"
"T-012210024","C1361205226","3856.69","GBP","PAYMENT","SETTLED","2026-01-13 22:00:00.000000 UTC","34135","false","2026-09-07 06:45:10.592193 UTC"
"T-012030010","C1363115556","5174.10","GBP","PAYMENT","SETTLED","2026-01-13 03:00:00.000000 UTC","31987","false","2026-09-07 06:45:10.592193 UTC"
"T-012150017","C1369180440","3737.33","USD","PAYMENT","SETTLED","2026-01-13 15:00:00.000000 UTC","33375","false","2026-09-07 06:45:10.592193 UTC"
"T-012090032","C1418913315","3457.62","USD","PAYMENT","SETTLED","2026-01-13 11:00:00.000000 UTC","32932","false","2026-09-07 06:45:10.592193 UTC"
"T-012010014","C1431839557","260316.95","USD","CASH_OUT","SETTLED","2026-01-13 01:00:00.000000 UTC","31790","false","2026-09-07 06:45:10.592193 UTC"
"T-012220001","C1434124163","211132.13","GBP","TRANSFER","SETTLED","2026-01-13 22:00:00.000000 UTC","34152","false","2026-09-07 06:45:10.592193 UTC"
"T-012050042","C1441139826","897970.51","GBP","TRANSFER","SETTLED","2026-01-13 05:00:00.000000 UTC","32251","false","2026-09-07 06:45:10.592193 UTC"
"T-012060026","C1469453048","175519.03","USD","CASH_OUT","SETTLED","2026-01-13 06:00:00.000000 UTC","32413","false","2026-09-07 06:45:10.592193 UTC"
"T-012050065","C1504063700","221169.12","USD","CASH_OUT","SETTLED","2026-01-13 05:00:00.000000 UTC","32234","false","2026-09-07 06:45:10.592193 UTC"
"T-012090023","C1506456959","971258.64","USD","TRANSFER","SETTLED","2026-01-13 12:00:00.000000 UTC","33093","false","2026-09-07 06:45:10.592193 UTC"
"T-012040000","C1579621546","150411.61","GBP","CASH_OUT","SETTLED","2026-01-13 04:00:00.000000 UTC","32119","false","2026-09-07 06:45:10.592193 UTC"
"T-014090020","C1454689101","1153.83","EUR","PAYMENT","SETTLED","2026-01-15 09:00:00.000000 UTC","38397","false","2026-09-07 06:45:37.257318 UTC"
"T-014210021","C1535249031","77360.09","GBP","CASH_OUT","SETTLED","2026-01-15 21:00:00.000000 UTC","39576","false","2026-09-07 06:45:37.257318 UTC"
"T-014230000","C1626775681","13285.29","USD","PAYMENT","SETTLED","2026-01-15 23:00:00.000000 UTC","39830","false","2026-09-07 06:45:37.257318 UTC"
"T-014200014","C1629843206","1707.18","USD","PAYMENT","SETTLED","2026-01-15 20:00:00.000000 UTC","39493","false","2026-09-07 06:45:37.257318 UTC"
"T-014050001","C1637893573","9914.22","GBP","PAYMENT","SETTLED","2026-01-15 12:00:00.000000 UTC","38640","false","2026-09-07 06:45:37.257318 UTC"
"T-014130064","C1647164854","28060.11","GBP","CASH_OUT","SETTLED","2026-01-15 14:00:00.000000 UTC","38907","false","2026-09-07 06:45:37.257318 UTC"
"T-014170025","C1652255572","892249.81","EUR","TRANSFER","SETTLED","2026-01-15 18:00:00.000000 UTC","39236","false","2026-09-07 06:45:37.257318 UTC"
"T-014080012","C1653035837","10085.18","USD","PAYMENT","SETTLED","2026-01-15 09:00:00.000000 UTC","38387","false","2026-09-07 06:45:37.257318 UTC"
"T-014130027","C1674200544","8346.21","GBP","PAYMENT","SETTLED","2026-01-15 13:00:00.000000 UTC","38746","false","2026-09-07 06:45:37.257318 UTC"
"T-014210056","C1674491082","8049.78","GBP","PAYMENT","SETTLED","2026-01-15 22:00:00.000000 UTC","39722","false","2026-09-07 06:45:37.257318 UTC"
"T-013230013","C1683217603","761568.63","GBP","TRANSFER","SETTLED","2026-01-15 03:00:00.000000 UTC","37758","false","2026-09-07 06:45:37.257318 UTC"
"T-014060000","C1695950868","13730.30","USD","CASH_IN","SETTLED","2026-01-15 06:00:00.000000 UTC","38059","false","2026-09-07 06:45:37.257318 UTC"
"T-014110014","C1722958190","100000.87","EUR","CASH_OUT","SETTLED","2026-01-15 11:00:00.000000 UTC","38522","false","2026-09-07 06:45:37.257318 UTC"
"T-014160032","C1729874966","281070.06","GBP","CASH_IN","SETTLED","2026-01-15 16:00:00.000000 UTC","39077","false","2026-09-07 06:45:37.257318 UTC"
"T-014200002","C1739766973","351756.34","GBP","CASH_OUT","SETTLED","2026-01-15 23:00:00.000000 UTC","39787","false","2026-09-07 06:45:37.257318 UTC"
"T-014150029","C1745867904","21044.76","USD","CASH_OUT","SETTLED","2026-01-15 16:00:00.000000 UTC","39041","false","2026-09-07 06:45:37.257318 UTC"
"T-014170021","C1751638643","2461.37","EUR","PAYMENT","SETTLED","2026-01-15 19:00:00.000000 UTC","39400","false","2026-09-07 06:45:37.257318 UTC"
"T-014030001","C1758052088","499991.58","USD","CASH_IN","SETTLED","2026-01-15 06:00:00.000000 UTC","38044","false","2026-09-07 06:45:37.257318 UTC"
"T-014180016","C1771931160","239793.83","USD","CASH_IN","SETTLED","2026-01-15 21:00:00.000000 UTC","39581","false","2026-09-07 06:45:37.257318 UTC"
"T-014170031","C1806194957","148825.97","GBP","CASH_IN","SETTLED","2026-01-15 18:00:00.000000 UTC","39239","false","2026-09-07 06:45:37.257318 UTC"
"T-014130003","C1815010820","740221.70","USD","TRANSFER","SETTLED","2026-01-15 14:00:00.000000 UTC","38899","false","2026-09-07 06:45:37.257318 UTC"
"T-013230011","C1908850464","69217.63","GBP","TRANSFER","SETTLED","2026-01-15 00:00:00.000000 UTC","37402","false","2026-09-07 06:45:37.257318 UTC"
"T-014060067","C1942675585","286220.69","EUR","CASH_IN","SETTLED","2026-01-15 06:00:00.000000 UTC","38041","false","2026-09-07 06:45:37.257318 UTC"
"T-014160047","C1959564948","1672.01","USD","PAYMENT","SETTLED","2026-01-15 17:00:00.000000 UTC","39159","false","2026-09-07 06:45:37.257318 UTC"
"T-014030002","C1975075128","6760.24","EUR","PAYMENT","SETTLED","2026-01-15 03:00:00.000000 UTC","37754","false","2026-09-07 06:45:37.257318 UTC"
"T-014090028","C1990991088","7804.57","EUR","PAYMENT","PENDING","2026-01-15 09:00:00.000000 UTC","38345","false","2026-09-07 06:45:37.257318 UTC"
"T-014010016","C2022923201","8386.25","USD","PAYMENT","SETTLED","2026-01-15 01:00:00.000000 UTC","37541","false","2026-09-07 06:45:37.257318 UTC"
"T-014140023","C2026317522","410535.81","EUR","CASH_OUT","SETTLED","2026-01-15 16:00:00.000000 UTC","39083","false","2026-09-07 06:45:37.257318 UTC"
"T-014070021","C2039937002","192202.28","USD","CASH_IN","SETTLED","2026-01-15 12:00:00.000000 UTC","38612","false","2026-09-07 06:45:37.257318 UTC"
"T-014220025","C2115144532","3166.95","EUR","PAYMENT","SETTLED","2026-01-15 22:00:00.000000 UTC","39711","false","2026-09-07 06:45:37.257318 UTC"
"T-013230039","C215664765","25520.43","USD","CASH_OUT","SETTLED","2026-01-15 01:00:00.000000 UTC","37523","false","2026-09-07 06:45:37.257318 UTC"
"T-014030062","C258361097","171575.04","GBP","CASH_OUT","SETTLED","2026-01-15 03:00:00.000000 UTC","37778","false","2026-09-07 06:45:37.257318 UTC"
"T-014120014","C279189167","14154.78","EUR","CASH_OUT","SETTLED","2026-01-15 15:00:00.000000 UTC","38988","false","2026-09-07 06:45:37.257318 UTC"
"T-014110037","C299775045","296865.45","GBP","TRANSFER","SETTLED","2026-01-15 13:00:00.000000 UTC","38768","false","2026-09-07 06:45:37.257318 UTC"
"T-014210009","C320396046","137568.89","EUR","CASH_OUT","SETTLED","2026-01-15 23:00:00.000000 UTC","39810","false","2026-09-07 06:45:37.257318 UTC"
"T-014140059","C32644895","302048.14","USD","CASH_OUT","SETTLED","2026-01-15 14:00:00.000000 UTC","38891","false","2026-09-07 06:45:37.257318 UTC"
"T-013230022","C40912362","413597.89","USD","TRANSFER","SETTLED","2026-01-15 00:00:00.000000 UTC","37424","false","2026-09-07 06:45:37.257318 UTC"
"T-014230040","C413492391","311046.27","EUR","CASH_OUT","SETTLED","2026-01-15 23:00:00.000000 UTC","39835","false","2026-09-07 06:45:37.257318 UTC"
"T-014070008","C425686136","236090.21","GBP","CASH_IN","SETTLED","2026-01-15 08:00:00.000000 UTC","38310","false","2026-09-07 06:45:37.257318 UTC"
"T-014030009","C430537775","220987.21","EUR","CASH_OUT","SETTLED","2026-01-15 03:00:00.000000 UTC","37733","false","2026-09-07 06:45:37.257318 UTC"
"T-014010025","C435144084","42571.94","USD","TRANSFER","SETTLED","2026-01-15 03:00:00.000000 UTC","37736","false","2026-09-07 06:45:37.257318 UTC"
"T-014000041","C436210873","384547.54","EUR","CASH_IN","SETTLED","2026-01-15 08:00:00.000000 UTC","38291","false","2026-09-07 06:45:37.257318 UTC"
"T-014050009","C472173115","6551.07","EUR","PAYMENT","SETTLED","2026-01-15 05:00:00.000000 UTC","37921","false","2026-09-07 06:45:37.257318 UTC"
"T-014130021","C519852399","3737.33","EUR","CASH_OUT","SETTLED","2026-01-15 14:00:00.000000 UTC","38869","false","2026-09-07 06:45:37.257318 UTC"
"T-014000001","C540070568","560408.83","GBP","TRANSFER","SETTLED","2026-01-15 01:00:00.000000 UTC","37503","false","2026-09-07 06:45:37.257318 UTC"
"T-014170000","C549249631","5082.75","GBP","PAYMENT","SETTLED","2026-01-15 17:00:00.000000 UTC","39165","false","2026-09-07 06:45:37.257318 UTC"
"T-014140035","C579476477","140871.89","USD","CASH_OUT","SETTLED","2026-01-15 14:00:00.000000 UTC","38897","false","2026-09-07 06:45:37.257318 UTC"
