"account_id","business_date","currency","opening_balance","credit_volume","debit_volume","closing_balance","txn_count","computed_at"
"C2097702021","2026-01-06","EUR","0.00","0.00","4041.77","-4041.77","1","2026-09-07 19:39:59.437443 UTC"
"C2104139102","2026-01-06","USD","0.00","403393.65","0.00","403393.65","1","2026-09-07 19:39:59.437443 UTC"
"C2108273452","2026-01-06","GBP","0.00","0.00","125527.29","-125527.29","1","2026-09-07 19:39:59.437443 UTC"
"C2109638031","2026-01-06","GBP","0.00","0.00","151940.71","-151940.71","1","2026-09-07 19:39:59.437443 UTC"
"C2114676965","2026-01-06","USD","0.00","241605.17","0.00","241605.17","1","2026-09-07 19:39:59.437443 UTC"
"C2120120147","2026-01-06","EUR","0.00","0.00","7331.46","-7331.46","1","2026-09-07 19:39:59.437443 UTC"
"C2126608090","2026-01-06","USD","0.00","159171.56","0.00","159171.56","1","2026-09-07 19:39:59.437443 UTC"
"C2126991912","2026-01-06","GBP","0.00","0.00","41727.65","-41727.65","1","2026-09-07 19:39:59.437443 UTC"
"C2137351070","2026-01-06","USD","0.00","0.00","128353.55","-128353.55","1","2026-09-07 19:39:59.437443 UTC"
"C2139051082","2026-01-06","GBP","0.00","0.00","102210.04","-102210.04","1","2026-09-07 19:39:59.437443 UTC"
"C214853420","2026-01-06","USD","0.00","0.00","2997.84","-2997.84","1","2026-09-07 19:39:59.437443 UTC"
"C219541553","2026-01-06","GBP","0.00","0.00","10827.23","-10827.23","1","2026-09-07 19:39:59.437443 UTC"
"C219564344","2026-01-06","EUR","0.00","23966.48","0.00","23966.48","1","2026-09-07 19:39:59.437443 UTC"
"C222556677","2026-01-06","EUR","0.00","0.00","20601.02","-20601.02","1","2026-09-07 19:39:59.437443 UTC"
"C225009565","2026-01-06","USD","0.00","0.00","2579.01","-2579.01","1","2026-09-07 19:39:59.437443 UTC"
"C231989731","2026-01-06","USD","0.00","0.00","22655.09","-22655.09","1","2026-09-07 19:39:59.437443 UTC"
"C233852178","2026-01-06","USD","0.00","0.00","181231.33","-181231.33","1","2026-09-07 19:39:59.437443 UTC"
"C234048257","2026-01-06","USD","0.00","0.00","123372.55","-123372.55","1","2026-09-07 19:39:59.437443 UTC"
"C237410024","2026-01-06","EUR","0.00","0.00","20756.62","-20756.62","1","2026-09-07 19:39:59.437443 UTC"
"C238069999","2026-01-06","USD","0.00","21954.96","0.00","21954.96","1","2026-09-07 19:39:59.437443 UTC"
"C241222758","2026-01-06","USD","0.00","0.00","5370.06","-5370.06","1","2026-09-07 19:39:59.437443 UTC"
"C243130253","2026-01-06","GBP","0.00","0.00","363063.88","-363063.88","1","2026-09-07 19:39:59.437443 UTC"
"C244886962","2026-01-06","USD","0.00","193318.64","0.00","193318.64","1","2026-09-07 19:39:59.437443 UTC"
"C249200083","2026-01-06","GBP","0.00","0.00","77253.21","-77253.21","1","2026-09-07 19:39:59.437443 UTC"
"C256186736","2026-01-06","GBP","0.00","0.00","1748.86","-1748.86","1","2026-09-07 19:39:59.437443 UTC"
"C257641638","2026-01-06","EUR","0.00","0.00","11132.52","-11132.52","1","2026-09-07 19:39:59.437443 UTC"
"C268616862","2026-01-06","EUR","0.00","40685.10","0.00","40685.10","1","2026-09-07 19:39:59.437443 UTC"
"C275233868","2026-01-06","EUR","0.00","69185.05","0.00","69185.05","1","2026-09-07 19:39:59.437443 UTC"
"C27796563","2026-01-06","EUR","0.00","0.00","400444.34","-400444.34","1","2026-09-07 19:39:59.437443 UTC"
"C285519210","2026-01-06","GBP","0.00","0.00","17987.71","-17987.71","1","2026-09-07 19:39:59.437443 UTC"
"C287735431","2026-01-06","GBP","0.00","0.00","27008.46","-27008.46","1","2026-09-07 19:39:59.437443 UTC"
"C294183051","2026-01-06","EUR","0.00","188878.92","0.00","188878.92","1","2026-09-07 19:39:59.437443 UTC"
"C300690223","2026-01-06","USD","0.00","0.00","15638.89","-15638.89","1","2026-09-07 19:39:59.437443 UTC"
"C301601202","2026-01-06","GBP","0.00","0.00","6737.87","-6737.87","1","2026-09-07 19:39:59.437443 UTC"
"C320192254","2026-01-06","USD","0.00","0.00","2206.56","-2206.56","1","2026-09-07 19:39:59.437443 UTC"
"C328246330","2026-01-06","USD","0.00","0.00","331229.81","-331229.81","1","2026-09-07 19:39:59.437443 UTC"
"C336141860","2026-01-06","GBP","0.00","0.00","8818.98","-8818.98","1","2026-09-07 19:39:59.437443 UTC"
"C337405659","2026-01-06","GBP","0.00","0.00","5565.73","-5565.73","1","2026-09-07 19:39:59.437443 UTC"
"C340234965","2026-01-06","USD","0.00","0.00","414.32","-414.32","1","2026-09-07 19:39:59.437443 UTC"
"C341062557","2026-01-06","EUR","0.00","0.00","7670.10","-7670.10","1","2026-09-07 19:39:59.437443 UTC"
"C34264652","2026-01-06","EUR","0.00","0.00","531.45","-531.45","1","2026-09-07 19:39:59.437443 UTC"
"C343170108","2026-01-06","EUR","0.00","126270.37","0.00","126270.37","1","2026-09-07 19:39:59.437443 UTC"
"C343592684","2026-01-06","GBP","0.00","0.00","6686.45","-6686.45","1","2026-09-07 19:39:59.437443 UTC"
"C343688483","2026-01-06","EUR","0.00","0.00","25448.45","-25448.45","1","2026-09-07 19:39:59.437443 UTC"
"C35005848","2026-01-06","EUR","0.00","0.00","150082.76","-150082.76","1","2026-09-07 19:39:59.437443 UTC"
"C355618597","2026-01-06","EUR","0.00","133997.01","0.00","133997.01","1","2026-09-07 19:39:59.437443 UTC"
"C358049703","2026-01-06","EUR","0.00","0.00","4854.86","-4854.86","1","2026-09-07 19:39:59.437443 UTC"
"C366381648","2026-01-06","GBP","0.00","0.00","5746.92","-5746.92","1","2026-09-07 19:39:59.437443 UTC"
"C371694173","2026-01-06","EUR","0.00","0.00","2945.31","-2945.31","1","2026-09-07 19:39:59.437443 UTC"
"C3737976","2026-01-06","GBP","0.00","0.00","97771.23","-97771.23","1","2026-09-07 19:39:59.437443 UTC"
"C379671137","2026-01-06","GBP","0.00","0.00","12295.28","-12295.28","1","2026-09-07 19:39:59.437443 UTC"
"C383823787","2026-01-06","EUR","0.00","0.00","41.93","-41.93","1","2026-09-07 19:39:59.437443 UTC"
"C384030416","2026-01-06","EUR","0.00","0.00","207998.16","-207998.16","1","2026-09-07 19:39:59.437443 UTC"
"C387258687","2026-01-06","GBP","0.00","0.00","14107.20","-14107.20","1","2026-09-07 19:39:59.437443 UTC"
"C387505776","2026-01-06","GBP","0.00","0.00","16362.86","-16362.86","1","2026-09-07 19:39:59.437443 UTC"
"C388551431","2026-01-06","EUR","0.00","0.00","15642.10","-15642.10","1","2026-09-07 19:39:59.437443 UTC"
"C391463702","2026-01-06","GBP","0.00","0.00","5106.61","-5106.61","1","2026-09-07 19:39:59.437443 UTC"
"C391595516","2026-01-06","GBP","0.00","0.00","161885.95","-161885.95","1","2026-09-07 19:39:59.437443 UTC"
"C391915263","2026-01-06","GBP","0.00","0.00","54395.20","-54395.20","1","2026-09-07 19:39:59.437443 UTC"
"C394663898","2026-01-06","EUR","0.00","0.00","256226.20","-256226.20","1","2026-09-07 19:39:59.437443 UTC"
"C402104751","2026-01-06","EUR","0.00","0.00","157442.78","-157442.78","1","2026-09-07 19:39:59.437443 UTC"
"C40245733","2026-01-06","GBP","0.00","0.00","7925.72","-7925.72","1","2026-09-07 19:39:59.437443 UTC"
"C402702819","2026-01-06","GBP","0.00","0.00","980.14","-980.14","1","2026-09-07 19:39:59.437443 UTC"
"C404179929","2026-01-06","EUR","0.00","215497.06","0.00","215497.06","1","2026-09-07 19:39:59.437443 UTC"
"C411382490","2026-01-06","EUR","0.00","0.00","10156.00","-10156.00","1","2026-09-07 19:39:59.437443 UTC"
"C411802142","2026-01-06","USD","0.00","228957.76","0.00","228957.76","1","2026-09-07 19:39:59.437443 UTC"
"C416322179","2026-01-06","USD","0.00","0.00","103.64","-103.64","1","2026-09-07 19:39:59.437443 UTC"
"C424848797","2026-01-06","USD","0.00","0.00","10986.65","-10986.65","1","2026-09-07 19:39:59.437443 UTC"
"C425232550","2026-01-06","EUR","0.00","0.00","792727.79","-792727.79","1","2026-09-07 19:39:59.437443 UTC"
"C437475","2026-01-06","GBP","0.00","0.00","14567.67","-14567.67","1","2026-09-07 19:39:59.437443 UTC"
"C437839498","2026-01-06","GBP","0.00","0.00","6746.37","-6746.37","1","2026-09-07 19:39:59.437443 UTC"
"C438055051","2026-01-06","USD","0.00","0.00","6799.88","-6799.88","1","2026-09-07 19:39:59.437443 UTC"
"C439679202","2026-01-06","EUR","0.00","0.00","11675.92","-11675.92","1","2026-09-07 19:39:59.437443 UTC"
"C439751089","2026-01-06","GBP","0.00","0.00","553290.00","-553290.00","1","2026-09-07 19:39:59.437443 UTC"
"C442627636","2026-01-06","GBP","0.00","0.00","585116.33","-585116.33","1","2026-09-07 19:39:59.437443 UTC"
"C443006437","2026-01-06","USD","0.00","0.00","632361.53","-632361.53","1","2026-09-07 19:39:59.437443 UTC"
"C448600616","2026-01-06","EUR","0.00","107588.94","0.00","107588.94","1","2026-09-07 19:39:59.437443 UTC"
"C453562991","2026-01-06","EUR","0.00","20606.91","0.00","20606.91","1","2026-09-07 19:39:59.437443 UTC"
"C467921234","2026-01-06","GBP","0.00","141256.14","0.00","141256.14","1","2026-09-07 19:39:59.437443 UTC"
"C467988572","2026-01-06","GBP","0.00","0.00","3153.75","-3153.75","1","2026-09-07 19:39:59.437443 UTC"
"C47110095","2026-01-06","EUR","0.00","0.00","997659.79","-997659.79","1","2026-09-07 19:39:59.437443 UTC"
"C471180970","2026-01-06","GBP","0.00","0.00","15593.41","-15593.41","1","2026-09-07 19:39:59.437443 UTC"
"C472146846","2026-01-06","EUR","0.00","0.00","15768.41","-15768.41","1","2026-09-07 19:39:59.437443 UTC"
"C472201306","2026-01-06","EUR","0.00","0.00","13364.51","-13364.51","1","2026-09-07 19:39:59.437443 UTC"
"C478139104","2026-01-06","USD","0.00","0.00","15993.27","-15993.27","1","2026-09-07 19:39:59.437443 UTC"
"C486668812","2026-01-06","USD","0.00","0.00","4259.68","-4259.68","1","2026-09-07 19:39:59.437443 UTC"
"C494021631","2026-01-06","USD","0.00","0.00","9801.45","-9801.45","1","2026-09-07 19:39:59.437443 UTC"
"C495471129","2026-01-06","EUR","0.00","0.00","2326.67","-2326.67","1","2026-09-07 19:39:59.437443 UTC"
"C497983073","2026-01-06","USD","0.00","0.00","9903.87","-9903.87","1","2026-09-07 19:39:59.437443 UTC"
"C501455043","2026-01-06","GBP","0.00","0.00","5610.22","-5610.22","1","2026-09-07 19:39:59.437443 UTC"
"C504561103","2026-01-06","EUR","0.00","0.00","3583.64","-3583.64","1","2026-09-07 19:39:59.437443 UTC"
"C505250106","2026-01-06","GBP","0.00","0.00","1685701.48","-1685701.48","1","2026-09-07 19:39:59.437443 UTC"
"C506184257","2026-01-06","EUR","0.00","0.00","8921.69","-8921.69","1","2026-09-07 19:39:59.437443 UTC"
"C508269970","2026-01-06","GBP","0.00","0.00","5938.85","-5938.85","1","2026-09-07 19:39:59.437443 UTC"
"C508294491","2026-01-06","EUR","0.00","0.00","4036.83","-4036.83","1","2026-09-07 19:39:59.437443 UTC"
"C508661949","2026-01-06","EUR","0.00","0.00","6560.53","-6560.53","1","2026-09-07 19:39:59.437443 UTC"
"C510868405","2026-01-06","USD","0.00","0.00","591464.21","-591464.21","1","2026-09-07 19:39:59.437443 UTC"
"C513413353","2026-01-06","USD","0.00","0.00","125312.00","-125312.00","1","2026-09-07 19:39:59.437443 UTC"
"C513761429","2026-01-06","GBP","0.00","154372.69","0.00","154372.69","1","2026-09-07 19:39:59.437443 UTC"
"C514983875","2026-01-06","GBP","0.00","0.00","5594.04","-5594.04","1","2026-09-07 19:39:59.437443 UTC"
"C515213425","2026-01-06","GBP","0.00","0.00","689.23","-689.23","1","2026-09-07 19:39:59.437443 UTC"
"C516913231","2026-01-06","EUR","0.00","0.00","121.57","-121.57","1","2026-09-07 19:39:59.437443 UTC"
"C519562439","2026-01-06","USD","0.00","0.00","14060.49","-14060.49","1","2026-09-07 19:39:59.437443 UTC"
"C520474764","2026-01-06","GBP","0.00","0.00","27609.08","-27609.08","1","2026-09-07 19:39:59.437443 UTC"
"C522711892","2026-01-06","USD","0.00","0.00","13590.74","-13590.74","1","2026-09-07 19:39:59.437443 UTC"
"C525199726","2026-01-06","USD","0.00","0.00","10476.70","-10476.70","1","2026-09-07 19:39:59.437443 UTC"
"C525998804","2026-01-06","USD","0.00","107581.14","0.00","107581.14","1","2026-09-07 19:39:59.437443 UTC"
"C528190809","2026-01-06","EUR","0.00","341350.60","0.00","341350.60","1","2026-09-07 19:39:59.437443 UTC"
"C539481455","2026-01-06","USD","0.00","0.00","134024.22","-134024.22","1","2026-09-07 19:39:59.437443 UTC"
"C539710099","2026-01-06","GBP","0.00","101075.48","0.00","101075.48","1","2026-09-07 19:39:59.437443 UTC"
"C539731466","2026-01-06","USD","0.00","0.00","21230.26","-21230.26","1","2026-09-07 19:39:59.437443 UTC"
"C542135392","2026-01-06","USD","0.00","0.00","356511.88","-356511.88","1","2026-09-07 19:39:59.437443 UTC"
"C544100739","2026-01-06","GBP","0.00","0.00","11004.31","-11004.31","1","2026-09-07 19:39:59.437443 UTC"
"C546014245","2026-01-06","GBP","0.00","0.00","437415.90","-437415.90","1","2026-09-07 19:39:59.437443 UTC"
"C547160119","2026-01-06","USD","0.00","0.00","4663.37","-4663.37","1","2026-09-07 19:39:59.437443 UTC"
"C551104286","2026-01-06","GBP","0.00","0.00","16666.64","-16666.64","1","2026-09-07 19:39:59.437443 UTC"
"C551405440","2026-01-06","GBP","0.00","0.00","234076.51","-234076.51","1","2026-09-07 19:39:59.437443 UTC"
"C552015146","2026-01-06","EUR","0.00","0.00","42079.24","-42079.24","1","2026-09-07 19:39:59.437443 UTC"
"C553496382","2026-01-06","EUR","0.00","40765.68","0.00","40765.68","1","2026-09-07 19:39:59.437443 UTC"
"C554817465","2026-01-06","USD","0.00","0.00","15806.57","-15806.57","1","2026-09-07 19:39:59.437443 UTC"
"C557424211","2026-01-06","EUR","0.00","0.00","217460.33","-217460.33","1","2026-09-07 19:39:59.437443 UTC"
"C558400671","2026-01-06","GBP","0.00","0.00","85354.69","-85354.69","1","2026-09-07 19:39:59.437443 UTC"
"C560321707","2026-01-06","USD","0.00","0.00","36863.19","-36863.19","1","2026-09-07 19:39:59.437443 UTC"
"C567729281","2026-01-06","GBP","0.00","0.00","6853.50","-6853.50","1","2026-09-07 19:39:59.437443 UTC"
"C56813310","2026-01-06","GBP","0.00","0.00","2337.09","-2337.09","1","2026-09-07 19:39:59.437443 UTC"
"C573872851","2026-01-06","USD","0.00","25976.30","0.00","25976.30","1","2026-09-07 19:39:59.437443 UTC"
"C575568549","2026-01-06","GBP","0.00","0.00","1221.33","-1221.33","1","2026-09-07 19:39:59.437443 UTC"
"C580340208","2026-01-06","USD","0.00","0.00","9690.19","-9690.19","1","2026-09-07 19:39:59.437443 UTC"
"C580668724","2026-01-06","USD","0.00","0.00","6870.64","-6870.64","1","2026-09-07 19:39:59.437443 UTC"
"C581100929","2026-01-06","EUR","0.00","0.00","20703.33","-20703.33","1","2026-09-07 19:39:59.437443 UTC"
"C585257927","2026-01-06","GBP","0.00","0.00","23492.26","-23492.26","1","2026-09-07 19:39:59.437443 UTC"
"C591211382","2026-01-06","EUR","0.00","0.00","367180.86","-367180.86","1","2026-09-07 19:39:59.437443 UTC"
"C595285180","2026-01-06","GBP","0.00","0.00","233539.88","-233539.88","1","2026-09-07 19:39:59.437443 UTC"
"C596453359","2026-01-06","GBP","0.00","0.00","3814.15","-3814.15","1","2026-09-07 19:39:59.437443 UTC"
"C602011152","2026-01-06","GBP","0.00","132499.75","0.00","132499.75","1","2026-09-07 19:39:59.437443 UTC"
"C606882452","2026-01-06","EUR","0.00","0.00","30051.02","-30051.02","1","2026-09-07 19:39:59.437443 UTC"
"C607370452","2026-01-06","USD","0.00","0.00","15033.16","-15033.16","1","2026-09-07 19:39:59.437443 UTC"
"C610844900","2026-01-06","EUR","0.00","0.00","4456.99","-4456.99","1","2026-09-07 19:39:59.437443 UTC"
"C616302301","2026-01-06","USD","0.00","0.00","8894.10","-8894.10","1","2026-09-07 19:39:59.437443 UTC"
"C61710314","2026-01-06","EUR","0.00","0.00","10088.16","-10088.16","1","2026-09-07 19:39:59.437443 UTC"
"C62262243","2026-01-06","GBP","0.00","186699.23","0.00","186699.23","1","2026-09-07 19:39:59.437443 UTC"
"C626071701","2026-01-06","GBP","0.00","0.00","13560.97","-13560.97","1","2026-09-07 19:39:59.437443 UTC"
"C627937047","2026-01-06","USD","0.00","0.00","1639.30","-1639.30","1","2026-09-07 19:39:59.437443 UTC"
"C628211188","2026-01-06","USD","0.00","0.00","6814.20","-6814.20","1","2026-09-07 19:39:59.437443 UTC"
"C632424544","2026-01-06","USD","0.00","0.00","3169.28","-3169.28","1","2026-09-07 19:39:59.437443 UTC"
"C634942227","2026-01-06","GBP","0.00","180389.34","0.00","180389.34","1","2026-09-07 19:39:59.437443 UTC"
"C639313883","2026-01-06","USD","0.00","0.00","90208.77","-90208.77","1","2026-09-07 19:39:59.437443 UTC"
"C645564279","2026-01-06","GBP","0.00","0.00","121362.51","-121362.51","1","2026-09-07 19:39:59.437443 UTC"
"C645794976","2026-01-06","EUR","0.00","0.00","252322.27","-252322.27","1","2026-09-07 19:39:59.437443 UTC"
"C64605090","2026-01-06","GBP","0.00","0.00","404491.79","-404491.79","1","2026-09-07 19:39:59.437443 UTC"
"C654958709","2026-01-06","USD","0.00","0.00","817307.46","-817307.46","1","2026-09-07 19:39:59.437443 UTC"
"C656650448","2026-01-06","USD","0.00","0.00","15036.18","-15036.18","1","2026-09-07 19:39:59.437443 UTC"
"C656704934","2026-01-06","USD","0.00","33919.56","0.00","33919.56","1","2026-09-07 19:39:59.437443 UTC"
"C66348462","2026-01-06","EUR","0.00","113859.94","0.00","113859.94","1","2026-09-07 19:39:59.437443 UTC"
"C663535450","2026-01-06","USD","0.00","0.00","6524.09","-6524.09","1","2026-09-07 19:39:59.437443 UTC"
"C672147662","2026-01-06","USD","0.00","0.00","6664.42","-6664.42","1","2026-09-07 19:39:59.437443 UTC"
"C676538195","2026-01-06","GBP","0.00","10781.11","0.00","10781.11","1","2026-09-07 19:39:59.437443 UTC"
"C679046414","2026-01-06","GBP","0.00","0.00","67787.89","-67787.89","1","2026-09-07 19:39:59.437443 UTC"
"C68195016","2026-01-06","GBP","0.00","0.00","1559.81","-1559.81","1","2026-09-07 19:39:59.437443 UTC"
"C68358753","2026-01-06","USD","0.00","0.00","3790.42","-3790.42","1","2026-09-07 19:39:59.437443 UTC"
"C68439370","2026-01-06","GBP","0.00","0.00","32542.48","-32542.48","1","2026-09-07 19:39:59.437443 UTC"
"C684948803","2026-01-06","EUR","0.00","0.00","178514.46","-178514.46","1","2026-09-07 19:39:59.437443 UTC"
"C686850477","2026-01-06","USD","0.00","49431.49","0.00","49431.49","1","2026-09-07 19:39:59.437443 UTC"
"C691171870","2026-01-06","GBP","0.00","0.00","9065.86","-9065.86","1","2026-09-07 19:39:59.437443 UTC"
"C692760632","2026-01-06","EUR","0.00","0.00","2780.75","-2780.75","1","2026-09-07 19:39:59.437443 UTC"
"C6932197","2026-01-06","GBP","0.00","0.00","19128.32","-19128.32","1","2026-09-07 19:39:59.437443 UTC"
"C696327501","2026-01-06","USD","0.00","194451.87","0.00","194451.87","1","2026-09-07 19:39:59.437443 UTC"
"C698743076","2026-01-06","GBP","0.00","0.00","7202.15","-7202.15","1","2026-09-07 19:39:59.437443 UTC"
"C706067443","2026-01-06","EUR","0.00","0.00","9555.32","-9555.32","1","2026-09-07 19:39:59.437443 UTC"
"C71054164","2026-01-06","GBP","0.00","97173.80","0.00","97173.80","1","2026-09-07 19:39:59.437443 UTC"
"C712215879","2026-01-06","EUR","0.00","0.00","4947.12","-4947.12","1","2026-09-07 19:39:59.437443 UTC"
"C712723382","2026-01-06","USD","0.00","0.00","10330.01","-10330.01","1","2026-09-07 19:39:59.437443 UTC"
"C715093362","2026-01-06","USD","0.00","0.00","171810.63","-171810.63","1","2026-09-07 19:39:59.437443 UTC"
"C71681683","2026-01-06","USD","0.00","24638.55","0.00","24638.55","1","2026-09-07 19:39:59.437443 UTC"
"C720060219","2026-01-06","USD","0.00","0.00","105091.11","-105091.11","1","2026-09-07 19:39:59.437443 UTC"
"C725028009","2026-01-06","USD","0.00","3433.00","0.00","3433.00","1","2026-09-07 19:39:59.437443 UTC"
"C727050829","2026-01-06","EUR","0.00","108259.90","0.00","108259.90","1","2026-09-07 19:39:59.437443 UTC"
"C728366867","2026-01-06","EUR","0.00","225438.37","0.00","225438.37","1","2026-09-07 19:39:59.437443 UTC"
"C737826424","2026-01-06","EUR","0.00","25260.54","0.00","25260.54","1","2026-09-07 19:39:59.437443 UTC"
"C738381688","2026-01-06","EUR","0.00","0.00","599.00","-599.00","1","2026-09-07 19:39:59.437443 UTC"
"C739905410","2026-01-06","EUR","0.00","0.00","777.86","-777.86","1","2026-09-07 19:39:59.437443 UTC"
"C742199288","2026-01-06","USD","0.00","288038.89","0.00","288038.89","1","2026-09-07 19:39:59.437443 UTC"
"C742939450","2026-01-06","USD","0.00","0.00","2410.67","-2410.67","1","2026-09-07 19:39:59.437443 UTC"
"C745358381","2026-01-06","GBP","0.00","0.00","128549.20","-128549.20","1","2026-09-07 19:39:59.437443 UTC"
"C746244504","2026-01-06","USD","0.00","0.00","3393.07","-3393.07","1","2026-09-07 19:39:59.437443 UTC"
"C752686443","2026-01-06","EUR","0.00","0.00","451568.12","-451568.12","1","2026-09-07 19:39:59.437443 UTC"
"C758113930","2026-01-06","EUR","0.00","0.00","7163.87","-7163.87","1","2026-09-07 19:39:59.437443 UTC"
"C766136466","2026-01-06","GBP","0.00","162410.51","0.00","162410.51","1","2026-09-07 19:39:59.437443 UTC"
"C767321840","2026-01-06","EUR","0.00","336410.50","0.00","336410.50","1","2026-09-07 19:39:59.437443 UTC"
"C770854681","2026-01-06","GBP","0.00","0.00","197648.26","-197648.26","1","2026-09-07 19:39:59.437443 UTC"
"C774320733","2026-01-06","USD","0.00","0.00","30704.70","-30704.70","1","2026-09-07 19:39:59.437443 UTC"
"C774676004","2026-01-06","GBP","0.00","391209.48","0.00","391209.48","1","2026-09-07 19:39:59.437443 UTC"
"C777407608","2026-01-06","EUR","0.00","0.00","10565.00","-10565.00","1","2026-09-07 19:39:59.437443 UTC"
"C781103026","2026-01-06","EUR","0.00","0.00","1675530.06","-1675530.06","1","2026-09-07 19:39:59.437443 UTC"
"C782193817","2026-01-06","EUR","0.00","0.00","397407.29","-397407.29","1","2026-09-07 19:39:59.437443 UTC"
"C783759938","2026-01-06","EUR","0.00","26775.37","0.00","26775.37","1","2026-09-07 19:39:59.437443 UTC"
"C784165389","2026-01-06","USD","0.00","0.00","1062.06","-1062.06","1","2026-09-07 19:39:59.437443 UTC"
"C788684446","2026-01-06","EUR","0.00","0.00","5644.05","-5644.05","1","2026-09-07 19:39:59.437443 UTC"
"C791302244","2026-01-06","USD","0.00","0.00","12887.33","-12887.33","1","2026-09-07 19:39:59.437443 UTC"
"C796756604","2026-01-06","GBP","0.00","85450.99","0.00","85450.99","1","2026-09-07 19:39:59.437443 UTC"
"C800041407","2026-01-06","EUR","0.00","189095.53","0.00","189095.53","1","2026-09-07 19:39:59.437443 UTC"
"C802425281","2026-01-06","EUR","0.00","0.00","1339.12","-1339.12","1","2026-09-07 19:39:59.437443 UTC"
"C804955921","2026-01-06","USD","0.00","868684.99","0.00","868684.99","1","2026-09-07 19:39:59.437443 UTC"
"C806609384","2026-01-06","USD","0.00","227204.83","0.00","227204.83","1","2026-09-07 19:39:59.437443 UTC"
"C815617196","2026-01-06","GBP","0.00","0.00","273119.31","-273119.31","1","2026-09-07 19:39:59.437443 UTC"
"C815903405","2026-01-06","GBP","0.00","0.00","14904.51","-14904.51","1","2026-09-07 19:39:59.437443 UTC"
"C817880261","2026-01-06","USD","0.00","0.00","2518.63","-2518.63","1","2026-09-07 19:39:59.437443 UTC"
"C819132906","2026-01-06","USD","0.00","23303.97","0.00","23303.97","1","2026-09-07 19:39:59.437443 UTC"
"C819799010","2026-01-06","EUR","0.00","0.00","27755.35","-27755.35","1","2026-09-07 19:39:59.437443 UTC"
"C821380386","2026-01-06","GBP","0.00","0.00","56543.95","-56543.95","1","2026-09-07 19:39:59.437443 UTC"
"C827549167","2026-01-06","EUR","0.00","0.00","15147.34","-15147.34","1","2026-09-07 19:39:59.437443 UTC"
"C831160736","2026-01-06","EUR","0.00","0.00","1074.55","-1074.55","1","2026-09-07 19:39:59.437443 UTC"
"C83375833","2026-01-06","EUR","0.00","0.00","4680.12","-4680.12","1","2026-09-07 19:39:59.437443 UTC"
"C839099566","2026-01-06","USD","0.00","49378.84","0.00","49378.84","1","2026-09-07 19:39:59.437443 UTC"
"C841323501","2026-01-06","GBP","0.00","0.00","116112.90","-116112.90","1","2026-09-07 19:39:59.437443 UTC"
"C851109385","2026-01-06","EUR","0.00","0.00","4974.35","-4974.35","1","2026-09-07 19:39:59.437443 UTC"
"C853075341","2026-01-06","GBP","0.00","0.00","12586.69","-12586.69","1","2026-09-07 19:39:59.437443 UTC"
"C853175535","2026-01-06","EUR","0.00","0.00","1322921.30","-1322921.30","1","2026-09-07 19:39:59.437443 UTC"
"C854276325","2026-01-06","GBP","0.00","0.00","15751.31","-15751.31","1","2026-09-07 19:39:59.437443 UTC"
"C858315599","2026-01-06","EUR","0.00","0.00","4658.88","-4658.88","1","2026-09-07 19:39:59.437443 UTC"
"C861438042","2026-01-06","GBP","0.00","0.00","226837.37","-226837.37","1","2026-09-07 19:39:59.437443 UTC"
"C86456257","2026-01-06","EUR","0.00","336763.21","0.00","336763.21","1","2026-09-07 19:39:59.437443 UTC"
"C869464531","2026-01-06","EUR","0.00","173928.45","0.00","173928.45","1","2026-09-07 19:39:59.437443 UTC"
"C874253820","2026-01-06","USD","0.00","299261.26","0.00","299261.26","1","2026-09-07 19:39:59.437443 UTC"
"C876044393","2026-01-06","EUR","0.00","0.00","9518.37","-9518.37","1","2026-09-07 19:39:59.437443 UTC"
"C877457423","2026-01-06","GBP","0.00","0.00","23691.12","-23691.12","1","2026-09-07 19:39:59.437443 UTC"
"C878231139","2026-01-06","USD","0.00","0.00","15171.48","-15171.48","1","2026-09-07 19:39:59.437443 UTC"
"C878375543","2026-01-06","GBP","0.00","0.00","6210.12","-6210.12","1","2026-09-07 19:39:59.437443 UTC"
"C880176971","2026-01-06","USD","0.00","0.00","1434.08","-1434.08","1","2026-09-07 19:39:59.437443 UTC"
"C880564001","2026-01-06","GBP","0.00","511779.03","0.00","511779.03","1","2026-09-07 19:39:59.437443 UTC"
"C881407635","2026-01-06","USD","0.00","0.00","338961.93","-338961.93","1","2026-09-07 19:39:59.437443 UTC"
"C88328327","2026-01-06","GBP","0.00","0.00","36825.83","-36825.83","1","2026-09-07 19:39:59.437443 UTC"
"C886096689","2026-01-06","USD","0.00","0.00","12795.92","-12795.92","1","2026-09-07 19:39:59.437443 UTC"
"C886205032","2026-01-06","EUR","0.00","0.00","16427.31","-16427.31","1","2026-09-07 19:39:59.437443 UTC"
"C890084643","2026-01-06","EUR","0.00","0.00","13203.01","-13203.01","1","2026-09-07 19:39:59.437443 UTC"
"C890867107","2026-01-06","USD","0.00","283889.00","0.00","283889.00","1","2026-09-07 19:39:59.437443 UTC"
"C891268602","2026-01-06","GBP","0.00","63588.85","0.00","63588.85","1","2026-09-07 19:39:59.437443 UTC"
"C893765907","2026-01-06","USD","0.00","0.00","423316.32","-423316.32","1","2026-09-07 19:39:59.437443 UTC"
